Phytochemical,Link
"5,7-DIHYDROXY-2-(4-HYDROXY-3-METHOXYPHENYL)-8-[(2S,3R,4R,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%284-HYDROXY-3-METHOXYPHENYL%29-8-%5B%282S%2C3R%2C4R%2C5S%2C6R%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5DCHROMEN-4-ONE
"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-((2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-dihydroxy-2-%284-hydroxyphenyl%29-3-%28%282R%2C3S%2C4S%2C5S%2C6R%29-3%2C4%2C5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yloxy%29-4H-chromen-4-one
"5,7-DIHYDROXY-2-(4-HYDROXYPHENYL)-3-[(2S,3R,4S,5R,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]OXYCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%284-HYDROXYPHENYL%29-3-%5B%282S%2C3R%2C4S%2C5R%2C6R%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5DOXYCHROMEN-4-ONE
"5,7-DIHYDROXY-2-(4-HYDROXYPHENYL)-3-[(2S,3R,4S,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]OXYCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%284-HYDROXYPHENYL%29-3-%5B%282S%2C3R%2C4S%2C5S%2C6R%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5DOXYCHROMEN-4-ONE
"5,7-DIHYDROXY-2-(4-HYDROXYPHENYL)-6,8-DIMETHOXYCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%284-HYDROXYPHENYL%29-6%2C8-DIMETHOXYCHROMEN-4-ONE
"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]chromen-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-dihydroxy-2-%284-hydroxyphenyl%29-6-%5B%282R%2C3R%2C4R%2C5S%2C6R%29-3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5D-8-%5B%282S%2C3R%2C4S%2C5S%29-3%2C4%2C5-trihydroxyoxan-2-yl%5Dchromen-4-one
"5,7-DIHYDROXY-2-(4-HYDROXYPHENYL)-8-[(2S,3R,4R,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%284-HYDROXYPHENYL%29-8-%5B%282S%2C3R%2C4R%2C5S%2C6R%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5DCHROMEN-4-ONE
"5,7-DIHYDROXY-2-(4-HYDROXYPHENYL)-8-[(2S,4R,5S)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]-6-[(2R,4R,5S)-3,4,5-TRIHYDROXYOXAN-2-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%284-HYDROXYPHENYL%29-8-%5B%282S%2C4R%2C5S%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5D-6-%5B%282R%2C4R%2C5S%29-3%2C4%2C5-TRIHYDROXYOXAN-2-YL%5DCHROMEN-4-ONE
"5,7-Dihydroxy-2-(hydroxymethyl)-4H-1-benzopyran-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dihydroxy-2-%28hydroxymethyl%29-4H-1-benzopyran-4-one
"5,7-DIHYDROXY-2-METHYL-6-[(2S,3R,4R,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-METHYL-6-%5B%282S%2C3R%2C4R%2C5S%2C6R%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5DCHROMEN-4-ONE
"5,7-DIHYDROXY-2-METHYLCHROMONE-8-C-BETA-D-GLUCOPYRANOSIDE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-METHYLCHROMONE-8-C-BETA-D-GLUCOPYRANOSIDE
"5,7-DIHYDROXY-2-[(2R,3R)-3-[4-HYDROXY-3-[(Z)-3-HYDROXY-1-(4-HYDROXY-3-METHOXYPHENYL)PROP-1-EN-2-YL]-5-METHOXYPHENYL]-2-(HYDROXYMETHYL)-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%5B%282R%2C3R%29-3-%5B4-HYDROXY-3-%5B%28Z%29-3-HYDROXY-1-%284-HYDROXY-3-METHOXYPHENYL%29PROP-1-EN-2-YL%5D-5-METHOXYPHENYL%5D-2-%28HYDROXYMETHYL%29-2%2C3-DIHYDRO-1%2C4-BENZODIOXIN-6-YL%5DCHROMEN-4-ONE
"5,7-DIHYDROXY-2-[2-(4-HYDROXY-3-METHOXYPHENYL)-3-(HYDROXYMETHYL)-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%5B2-%284-HYDROXY-3-METHOXYPHENYL%29-3-%28HYDROXYMETHYL%29-2%2C3-DIHYDRO-1%2C4-BENZODIOXIN-6-YL%5DCHROMEN-4-ONE
"5,7-DIHYDROXY-2-[4-(3-METHYLBUT-2-ENOXY)PHENYL]-2,3-DIHYDROCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%5B4-%283-METHYLBUT-2-ENOXY%29PHENYL%5D-2%2C3-DIHYDROCHROMEN-4-ONE
"5,7-dihydroxy-2-[4-hydroxy-3-[(2s,4s,5r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-dihydroxy-2-%5B4-hydroxy-3-%5B%282s%2C4s%2C5r%29-3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5Doxyphenyl%5Dchromen-4-one
"5,7-DIHYDROXY-2-[7-HYDROXY-2-(4-HYDROXY-3-METHOXYPHENYL)-3-(HYDROXYMETHYL)-2,3-DIHYDRO-1-BENZOFURAN-5-YL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-2-%5B7-HYDROXY-2-%284-HYDROXY-3-METHOXYPHENYL%29-3-%28HYDROXYMETHYL%29-2%2C3-DIHYDRO-1-BENZOFURAN-5-YL%5DCHROMEN-4-ONE
"5,7-Dihydroxy-3,6,3',4'-tetramethoxyflavone",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dihydroxy-3%2C6%2C3%27%2C4%27-tetramethoxyflavone
"5,7-DIHYDROXY-3,6,8-TRIMETHOXY-2-(4-METHOXYPHENYL)CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3%2C6%2C8-TRIMETHOXY-2-%284-METHOXYPHENYL%29CHROMEN-4-ONE
"5,7-DIHYDROXY-3,6,8-TRIMETHOXY-2-PHENYLCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3%2C6%2C8-TRIMETHOXY-2-PHENYLCHROMEN-4-ONE
"5,7-DIHYDROXY-3,6,8-TRIMETHOXYFLAVONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3%2C6%2C8-TRIMETHOXYFLAVONE
"5,7-DIHYDROXY-3,6-DIMETHOXY-2-[4-METHOXY-3-(3-METHYLBUT-2-ENYL)PHENYL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3%2C6-DIMETHOXY-2-%5B4-METHOXY-3-%283-METHYLBUT-2-ENYL%29PHENYL%5DCHROMEN-4-ONE
"5,7-DIHYDROXY-3-(4-HYDROXY-3-METHOXYPHENYL)-6-METHOXYCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3-%284-HYDROXY-3-METHOXYPHENYL%29-6-METHOXYCHROMEN-4-ONE
"5,7-dihydroxy-3-(4-hydroxy-3-methoxyphenyl)-8-[(2s,3r,4r,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-dihydroxy-3-%284-hydroxy-3-methoxyphenyl%29-8-%5B%282s%2C3r%2C4r%2C5s%2C6r%29-3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5Dchromen-4-one
"5,7-DIHYDROXY-3-(4-HYDROXY-3-METHOXYPHENYL)CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3-%284-HYDROXY-3-METHOXYPHENYL%29CHROMEN-4-ONE
"5,7-DIHYDROXY-3-(4-HYDROXYPHENYL)-8-METHOXYCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3-%284-HYDROXYPHENYL%29-8-METHOXYCHROMEN-4-ONE
"5,7-DIHYDROXY-3-METHOXY-2-(3,4,5-TRIMETHOXYPHENYL)CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3-METHOXY-2-%283%2C4%2C5-TRIMETHOXYPHENYL%29CHROMEN-4-ONE
"5,7-DIHYDROXY-3-[6-HYDROXY-2-(2-HYDROXYPROPAN-2-YL)-2,3-DIHYDRO-1-BENZOFURAN-5-YL]-8-[(2S,3R,4R,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]-2,3-DIHYDROCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-3-%5B6-HYDROXY-2-%282-HYDROXYPROPAN-2-YL%29-2%2C3-DIHYDRO-1-BENZOFURAN-5-YL%5D-8-%5B%282S%2C3R%2C4R%2C5S%2C6R%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5D-2%2C3-DIHYDROCHROMEN-4-ONE
"5,7-DIHYDROXY-4'-METHOXYFLAVONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-4%27-METHOXYFLAVONE
"5,7-Dihydroxy-4-phenylcoumarin",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dihydroxy-4-phenylcoumarin
"5,7-Dihydroxy-4?-methoxy-3?-(3-methyl-2-hydroxybuten-3-yl)isoflavone",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dihydroxy-4%3F-methoxy-3%3F-%283-methyl-2-hydroxybuten-3-yl%29isoflavone
"5,7-Dihydroxy-6,8,4'-trimethoxyflavonol",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dihydroxy-6%2C8%2C4%27-trimethoxyflavonol
"5,7-dihydroxy-6-methoxy-2-(4-methoxyphenyl)- pectolinarigenin",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-dihydroxy-6-methoxy-2-%284-methoxyphenyl%29-+pectolinarigenin
"5,7-DIHYDROXY-6-METHOXY-3-(2,4,5-TRIMETHOXYPHENYL)CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-6-METHOXY-3-%282%2C4%2C5-TRIMETHOXYPHENYL%29CHROMEN-4-ONE
"5,7-DIHYDROXY-6-METHOXY-3-(4-METHOXYPHENYL)CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-6-METHOXY-3-%284-METHOXYPHENYL%29CHROMEN-4-ONE
"5,7-DIHYDROXY-6-METHOXY-4'-PRENYLOXYISOFLAVONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-6-METHOXY-4%27-PRENYLOXYISOFLAVONE
"5,7-Dihydroxy-8,2',4',5'-tetramethoxy-6-prenylisoflavone",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dihydroxy-8%2C2%27%2C4%27%2C5%27-tetramethoxy-6-prenylisoflavone
"5,7-DIHYDROXY-8-METHOXY-2-PHENYLCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-8-METHOXY-2-PHENYLCHROMEN-4-ONE
"5,7-DIHYDROXY-8-METHOXY-3-(2,4,5-TRIMETHOXYPHENYL)CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-8-METHOXY-3-%282%2C4%2C5-TRIMETHOXYPHENYL%29CHROMEN-4-ONE
"5,7-DIHYDROXY-8-[(2S,4R,5S)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]-2-[4-[(2S,5R)-3,4,5-TRIHYDROXYOXAN-2-YL]OXYPHENYL]CHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXY-8-%5B%282S%2C4R%2C5S%29-3%2C4%2C5-TRIHYDROXY-6-%28HYDROXYMETHYL%29OXAN-2-YL%5D-2-%5B4-%5B%282S%2C5R%29-3%2C4%2C5-TRIHYDROXYOXAN-2-YL%5DOXYPHENYL%5DCHROMEN-4-ONE
"5,7-DIHYDROXYCHROMONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIHYDROXYCHROMONE
"5,7-DIMETHOXY-4'-HYDROXYFLAVANONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIMETHOXY-4%27-HYDROXYFLAVANONE
"5,7-dimethoxy-4-hydroxyflavanone",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-dimethoxy-4-hydroxyflavanone
"5,7-Dimethoxy-8-(2-oxo-3-methylbutyl)coumarin",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-Dimethoxy-8-%282-oxo-3-methylbutyl%29coumarin
"5,7-DIMETHOXY-8-(3-METHYLBUT-2-ENYL)-2-PHENYL-2,3-DIHYDROCHROMEN-4-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIMETHOXY-8-%283-METHYLBUT-2-ENYL%29-2-PHENYL-2%2C3-DIHYDROCHROMEN-4-ONE
"5,7-DIOXA-12-AZONIAPENTACYCLO[10.6.1.02,10.04,8.015,19]NONADECA-1(18),2,4(8),9,11,15(19),16-HEPTAEN-17-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C7-DIOXA-12-AZONIAPENTACYCLO%5B10.6.1.02%2C10.04%2C8.015%2C19%5DNONADECA-1%2818%29%2C2%2C4%288%29%2C9%2C11%2C15%2819%29%2C16-HEPTAEN-17-OL
"5,8,11,14- Eicosatetraenoic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8%2C11%2C14-+Eicosatetraenoic+acid
"5,8,11,14-Eicosatetraenoic acid, methyl ester, (all-Z)-",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8%2C11%2C14-Eicosatetraenoic+acid%2C+methyl+ester%2C+%28all-Z%29-
"5,8,11-eicosatriynoic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8%2C11-eicosatriynoic+acid
"5,8,9-TRIHYDROXY-2,2-DIMETHYL-10-(3-METHYLBUT-2-ENYL)PYRANO[3,2-B]XANTHEN-6-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8%2C9-TRIHYDROXY-2%2C2-DIMETHYL-10-%283-METHYLBUT-2-ENYL%29PYRANO%5B3%2C2-B%5DXANTHEN-6-ONE
"5,8-Dihydroxy-2,2-dimethylpyrano[3,2-b]xanthen-6-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8-Dihydroxy-2%2C2-dimethylpyrano%5B3%2C2-b%5Dxanthen-6-one
"5,8-Dihydroxy-2-(1-hydroxy-4-methyl-3-pentenyl)-1,4-naphthoquinone 2-acetate",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8-Dihydroxy-2-%281-hydroxy-4-methyl-3-pentenyl%29-1%2C4-naphthoquinone+2-acetate
"5,8-DIHYDROXY-2-(2-PHENYLETHYL)CHROMONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8-DIHYDROXY-2-%282-PHENYLETHYL%29CHROMONE
"5,8-DIHYDROXY-2-(4-METHYLPENT-3-ENYL)NAPHTHALENE-1,4-DIONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8-DIHYDROXY-2-%284-METHYLPENT-3-ENYL%29NAPHTHALENE-1%2C4-DIONE
"5,8-Dihydroxy-7-methoxyflavone",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8-Dihydroxy-7-methoxyflavone+
"5,8-trihydroxy-3-methoxyxanthone",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C8-trihydroxy-3-methoxyxanthone
"5,9,10-TRIHYDROXY-2,2-DIMETHYL-12-(2-METHYLBUT-3-EN-2-YL)PYRANO[3,2-B]XANTHEN-6-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C9%2C10-TRIHYDROXY-2%2C2-DIMETHYL-12-%282-METHYLBUT-3-EN-2-YL%29PYRANO%5B3%2C2-B%5DXANTHEN-6-ONE
"5,9,10-TRIHYDROXY-2,2-DIMETHYLPYRANO[3,2-B]XANTHEN-6-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C9%2C10-TRIHYDROXY-2%2C2-DIMETHYLPYRANO%5B3%2C2-B%5DXANTHEN-6-ONE
"5,9,12-Octadecatrienoic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C9%2C12-Octadecatrienoic+acid
"5,9-DIHYDROXY-10-METHOXY-1,1,2-TRIMETHYL-7-(3-METHYLBUT-2-ENYL)-2H-FURO[2,3-C]XANTHEN-6-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C9-DIHYDROXY-10-METHOXY-1%2C1%2C2-TRIMETHYL-7-%283-METHYLBUT-2-ENYL%29-2H-FURO%5B2%2C3-C%5DXANTHEN-6-ONE
"5,9-DIMETHYL-2-DECANONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5%2C9-DIMETHYL-2-DECANONE
"5- hydroxy-7,3?,4?,5?-tetramethoxyflavone (corymbosin)",https://neist.res.in/osadhi/phytodetail.php?phyto=5-+hydroxy-7%2C3%3F%2C4%3F%2C5%3F-tetramethoxyflavone+%28corymbosin%29
5-((Z)-tridec-8-en-1-yl)resorcinol,https://neist.res.in/osadhi/phytodetail.php?phyto=5-%28%28Z%29-tridec-8-en-1-yl%29resorcinol
"5-(1,2,4A,5-TETRAMETHYL-2,3,4,7,8,8A-HEXAHYDRONAPHTHALEN-1-YL)-3-METHYLPENT-1-EN-3-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%281%2C2%2C4A%2C5-TETRAMETHYL-2%2C3%2C4%2C7%2C8%2C8A-HEXAHYDRONAPHTHALEN-1-YL%29-3-METHYLPENT-1-EN-3-OL
"5-(1,3-BENZODIOXOL-5-YL)-6H-[2]BENZOFURO[6,5-F][1,3]BENZODIOXOL-8-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%281%2C3-BENZODIOXOL-5-YL%29-6H-%5B2%5DBENZOFURO%5B6%2C5-F%5D%5B1%2C3%5DBENZODIOXOL-8-ONE
5-(2-CYCLOHEXYLETHYL)-2-PYRIDINECARBOXYLIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=5-%282-CYCLOHEXYLETHYL%29-2-PYRIDINECARBOXYLIC+ACID
"5-(3,3-Dimethyl-2-Oxiranyl)-3-Methyl-1-Pentanol",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%283%2C3-Dimethyl-2-Oxiranyl%29-3-Methyl-1-Pentanol
"5-(3,4-DIMETHOXYPHENYL)-6H-[2]BENZOFURO[6,5-F][1,3]BENZODIOXOL-8-ONE",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%283%2C4-DIMETHOXYPHENYL%29-6H-%5B2%5DBENZOFURO%5B6%2C5-F%5D%5B1%2C3%5DBENZODIOXOL-8-ONE
"5-(6,7-Dihydroxy-2-oxochromen-5-yl)-6,7-dihydroxychromen-2-one",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%286%2C7-Dihydroxy-2-oxochromen-5-yl%29-6%2C7-dihydroxychromen-2-one
"5-(8,11-PENTADECADIENYL)-1,3-BENZENEDIOL",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%288%2C11-PENTADECADIENYL%29-1%2C3-BENZENEDIOL
"5-(ACETYLAMINO)-N,N'-BIS(2,3-DIHYDROXYPROPYL)-2,4,6-TRIIODO-1,3-BENZENEDICARBOXAMIDE",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%28ACETYLAMINO%29-N%2CN%27-BIS%282%2C3-DIHYDROXYPROPYL%29-2%2C4%2C6-TRIIODO-1%2C3-BENZENEDICARBOXAMIDE
5-(ethoxymethyl)furan-2-carbaldehyde,https://neist.res.in/osadhi/phytodetail.php?phyto=5-%28ethoxymethyl%29furan-2-carbaldehyde
5-(HEPTADEC-12-ENYL)-RESORCINOL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-%28HEPTADEC-12-ENYL%29-RESORCINOL
5-(hydroxymethyl)-2-(dimethoxymethyl)Furan,https://neist.res.in/osadhi/phytodetail.php?phyto=5-%28hydroxymethyl%29-2-%28dimethoxymethyl%29Furan
"5-(PENTADECA-8,11,14-TRIEN-1-YL)RESORCINOL",https://neist.res.in/osadhi/phytodetail.php?phyto=5-%28PENTADECA-8%2C11%2C14-TRIEN-1-YL%29RESORCINOL
5-Acetoxytriacontane,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Acetoxytriacontane
5-ACETYL-2-METHYL-PYRIDINE,https://neist.res.in/osadhi/phytodetail.php?phyto=5-ACETYL-2-METHYL-PYRIDINE
5-Acetyl-2-methylpyridine,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Acetyl-2-methylpyridine
"5-Allyl-3-(4-Allyl-2-Methoxyphenoxymethyl)-2-(4-Hydroxy-3-Methoxyphenyl)-7-Methoxy-2,3-Dihydrobenzofuran",https://neist.res.in/osadhi/phytodetail.php?phyto=5-Allyl-3-%284-Allyl-2-Methoxyphenoxymethyl%29-2-%284-Hydroxy-3-Methoxyphenyl%29-7-Methoxy-2%2C3-Dihydrobenzofuran
5-ALPHA-ANDROST-16-EN-3-ONE,https://neist.res.in/osadhi/phytodetail.php?phyto=5-ALPHA-ANDROST-16-EN-3-ONE
"5-ALPHA-PREGNAN-3-BETA,20-BETA-DIOL",https://neist.res.in/osadhi/phytodetail.php?phyto=5-ALPHA-PREGNAN-3-BETA%2C20-BETA-DIOL
5-ALPHA-STIGMAST-9(11)-EN-3-BETA-OL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-ALPHA-STIGMAST-9%2811%29-EN-3-BETA-OL
"5-ALPHA-STIGMASTA-7,25-DIEN-3-BETA-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=5-ALPHA-STIGMASTA-7%2C25-DIEN-3-BETA-OL
5-ALPHA-TIRUCALLA-8-23-DIEN-3-BETA-OL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-ALPHA-TIRUCALLA-8-23-DIEN-3-BETA-OL
5-Amino-3-methyl-phthalide,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Amino-3-methyl-phthalide
5-aminouracil,https://neist.res.in/osadhi/phytodetail.php?phyto=5-aminouracil
5-Aromadendranol,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Aromadendranol
5-avenasterol,https://neist.res.in/osadhi/phytodetail.php?phyto=5-avenasterol
5-Azuleneacetic Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Azuleneacetic+Acid
5-Azulenemethanol,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Azulenemethanol
5-BENZYLOXY-1-PENTANOL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-BENZYLOXY-1-PENTANOL
5-BETA-CHOLANIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=5-BETA-CHOLANIC+ACID
5-Bromotryptamine,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Bromotryptamine+
5-CAFFEOYL-SHIKIMIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=5-CAFFEOYL-SHIKIMIC-ACID
5-CAFFEOYLQUINIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=5-CAFFEOYLQUINIC+ACID
5-Carboxy-2?-deoxyuridine,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Carboxy-2%3F-deoxyuridine
"5-CHLORO-3-(1-PROPYL-3,6-DIHYDRO-2H-PYRIDIN-4-YL)-1H-INDOLE",https://neist.res.in/osadhi/phytodetail.php?phyto=5-CHLORO-3-%281-PROPYL-3%2C6-DIHYDRO-2H-PYRIDIN-4-YL%29-1H-INDOLE
5-Chlorotryptamine,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Chlorotryptamine+
5-cholesten-3?-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=5-cholesten-3%3F-ol
5-Decanol,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Decanol+
5-Decenal,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Decenal+
5-DEHYDRO-AVENASTEROL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-DEHYDRO-AVENASTEROL
5-DEHYDROSHIKIMIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=5-DEHYDROSHIKIMIC-ACID
5-DEMETHYL-NOBILETIN,https://neist.res.in/osadhi/phytodetail.php?phyto=5-DEMETHYL-NOBILETIN
5-DEOXYKIEVITOL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-DEOXYKIEVITOL
5-Deoxykievitone,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Deoxykievitone
5-Deoxykievitone hydrate,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Deoxykievitone+hydrate
5-DEOXYRIBITOL,https://neist.res.in/osadhi/phytodetail.php?phyto=5-DEOXYRIBITOL
5-desgalloylstachyurin,https://neist.res.in/osadhi/phytodetail.php?phyto=5-desgalloylstachyurin
5-Desmethylnobiletin,https://neist.res.in/osadhi/phytodetail.php?phyto=5-Desmethylnobiletin
"5-dihydroxy-3,8-dimethoxyxanthone (chiratol)",https://neist.res.in/osadhi/phytodetail.php?phyto=5-dihydroxy-3%2C8-dimethoxyxanthone+%28chiratol%29
