,Phytochemical,Kingdom,Family,Group,Common name,Synonymous names,System of medicine,IUCN Red List category
2400,Lonicera quinquelocularis,Plantae,Caprifoliaceae,Angiosperms,Translucent Honeysuckle,"Lonicera quinquelocularis, Lonicea quinquelocularis",,
2401,Lophopetalum wightianum,Plantae,Celastraceae,Angiosperms,Wight's Crest-Petal,Lophopetalum wightianum,,Lower Risk/least concern
2402,Lotus corniculatus,Plantae,Leguminosae,Angiosperms,Common Birdsfoot Trefoil,Lotus corniculatus,,
2403,Ludwigia adscendens,Plantae,Onagraceae,Angiosperms,Water Primrose,"Jussiaea repens, Ludwigia adscendens",,Least Concern
2404,Ludwigia hyssopifolia,Plantae,Onagraceae,Angiosperms,Hyssop-Leaved Water Primrose,"Jussiaea linifolia, Fissendocarpa linifolia, Ludwigia hyssopifolia, Jussiaea hyssopifolia",,Least Concern
2405,Ludwigia octovalvis,Plantae,Onagraceae,Angiosperms,Willow Primrose,"Jussiaea suffruticosa, Ludwigia octovalvis, Oenothera octovalvis, Ludwigia ociovalvis, Ludwigiaï¿½ octovalvis","Ayurveda, Siddha",Least Concern
2406,Ludwigia perennis,Plantae,Onagraceae,Angiosperms,Perennial Water Primrose,"Ludwigia perennis, Ludwigia parviflora",Siddha,Least Concern
2407,Luffa acutangula,Plantae,Cucurbitaceae,Angiosperms,Bitter Luffa,"Luffa amara, Luffa acutangula, Luffa actuangula, Luffa acutanguia","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
2408,Luffa cylindrica,Plantae,Cucurbitaceae,Angiosperms,Sponge Gourd,"Luffa aegyptiaca, Luffa cylindrica, Luffa pentandra","Ayurveda, Siddha, Sowa Rigpa, Unani",
2409,Luffa echinata,Plantae,Cucurbitaceae,Angiosperms,Bitter Sponge Gourd,"Luffa echinata, Luffa enhinata","Ayurveda, Homeopathy, Siddha, Sowa Rigpa",Least Concern
2410,Luffa graveolens,Plantae,Cucurbitaceae,Angiosperms,,Luffa graveolens,Ayurveda,
2411,Luma chequen,Plantae,Myrtaceae,Angiosperms,,"Luma chequen, Luma gayana",,Least Concern
2412,Lumnitzera racemosa,Plantae,Combretaceae,Angiosperms,Black Mangrove,Lumnitzera racemosa,Siddha,Least Concern
2413,Lupinus albus,Plantae,Leguminosae,Angiosperms,,"Lupinus albus, Lupinus termis",Unani,Least Concern
2414,Lupinus angustifolius,Plantae,Leguminosae,Angiosperms,,"Lupinus angustifolia, Lupinus angustifolius",,Least Concern
2415,Lupinus luteus,Plantae,Leguminosae,Angiosperms,,Lupinus luteus,,Least Concern
2416,Lupinus micranthus,Plantae,Leguminosae,Angiosperms,,"Lupinus hirsutus, Lupinus micranthus",,Least Concern
2417,Lupinus mutabilis,Plantae,Leguminosae,Angiosperms,,Lupinus mutabilis,,
2418,Luvunga eleutherandra,Plantae,Rutaceae,Angiosperms,South Indian Lavang Lata,Luvunga eleutherandra,Ayurveda,
2419,Luvunga scandens,Plantae,Rutaceae,Angiosperms,Lavang Lata,"Luvunga scandens, Limonia scandens, Luvunga nitida",Ayurveda,
2420,Lycium barbarum,Plantae,Solanaceae,Angiosperms,,Lycium barbarum,"Ayurveda, Unani",
2421,Lycium chinense,Plantae,Solanaceae,Angiosperms,,"Lycium chinense, Lycium chenese",,
2422,Lycium europaeum,Plantae,Solanaceae,Angiosperms,,Lycium europaeum,,
2423,Lycopersicon esculentum,Plantae,Solanaceae,Angiosperms,,Lycopersicon esculentum,"Ayurveda, Homeopathy, Siddha, Unani",
2424,Lycopersicon lycopersicum,Plantae,Solanaceae,Angiosperms,,"Lycopersicon lycopersicum, Lycopersicum lycopersicum","Ayurveda, Homeopathy, Siddha",
2425,Lycopodiella cernua,Plantae,Lycopodiaceae,Pteridophytes,,"Lycopodium cernuum, Palhinhaea cernua, Lycopodiella cernua, Palhinhaca cernua",,
2426,Lycopodium clavatum,Plantae,Lycopodiaceae,Pteridophytes,,Lycopodium clavatum,Homeopathy,
2427,Lycopodium obscurum,Plantae,Lycopodiaceae,Pteridophytes,,Lycopodium obscurum,,
2428,Lycopodium selago,Plantae,Lycopodiaceae,Pteridophytes,,Lycopodium selago,,
2429,Lycopus europaeus,Plantae,Lamiaceae,Angiosperms,,"Lycopus europaeus, Lycopus europeus",,Least Concern
2430,Lycoris radiata,Plantae,Amaryllidaceae,Angiosperms,Red Spider Lily,Lycoris radiata,,
2431,Lygodium flexuosum,Plantae,Lygodiaceae,Pteridophytes,,"Lygodium flexuosum, Lygodium flesuosum",Ayurveda,
2432,Lyonia ovalifolia,Plantae,Ericaceae,Angiosperms,Oval-Leaf Lyonia,"Pieris ovalifolia, Lyonia ovalifolia",,Least Concern
2433,Macaranga indica,Plantae,Euphorbiaceae,Angiosperms,Indian Macaranga,Macaranga indica,Siddha,Least Concern
2434,Macaranga peltata,Plantae,Euphorbiaceae,Angiosperms,Chandada,"Macaranga roxburghii, Macaranga peltata, Macaranga flexuosa, Macaranga. peltata, Osyris peltata",Siddha,
2435,Macaranga tanarius,Plantae,Euphorbiaceae,Angiosperms,,"Croton lacciferus, Macaranga tanarius, Macaranga tanaria",,Least Concern
2436,Machilus gamblei,Plantae,Lauraceae,Angiosperms,,"Persea bombycina, Machilus bombycina, Machilus gamblei",,
2437,Machilus glaucescens,Plantae,Lauraceae,Angiosperms,,"Machilus glaucescens, Laurus villosa, Machilus villosa",,
2438,Maclura cochinchinensis,Plantae,Moraceae,Angiosperms,Cockspur Thorn,"Cudrania javanensis, Cudrania cochinchinensis, Maclura cochinchinensis",,
2439,Maclura pomifera,Plantae,Moraceae,Angiosperms,,"Maclura aurantiaca, Maclura pomifera, Maclara aurantiaca",,Least Concern
2440,Macropanax dispermus,Plantae,Araliaceae,Angiosperms,,"Macropanax oreophilus, Macropanax dispermus, Aralia disperma",,Least Concern
2441,Macroptilium atropurpureum,Plantae,Leguminosae,Angiosperms,Purple Bush-Bean,"Phaseolus atropurpureus, Macroptilium atropurpureum",,
2442,Macrotyloma uniflorum,Plantae,Leguminosae,Angiosperms,Horse Gram,"Dolichos uniflorus, Macrotyloma uniflorum","Ayurveda, Siddha, Sowa Rigpa, Unani",Least Concern
2443,Madhuca longifolia,Plantae,Sapotaceae,Angiosperms,Mahua,"Bassia latifolia, Madhuca indica, Madhuca latifolia, Bassia longifolia, Madhuca longifolia, Madhuca larifolia","Ayurveda, Siddha, Unani",
2444,Madhuca neriifolia,Plantae,Sapotaceae,Angiosperms,Illipe Butter Tree,"Bassia neriifolia, Madhuca neriifolia, Bassia malabarica, Bassia nerifolia, Madhuca malabarica",Siddha,Least Concern
2445,Maerua oblongifolia,Plantae,Capparaceae,Angiosperms,Desert Caper,"Maerua oblongifolia, Capparis oblongifolia","Ayurveda, Siddha, Sowa Rigpa",
2446,Maesa chisia,Plantae,Primulaceae,Angiosperms,,Maesa chisia,,
2447,Maesa indica,Plantae,Primulaceae,Angiosperms,Wild Berry,Maesa indica,,Least Concern
2448,Maesa macrophylla,Plantae,Primulaceae,Angiosperms,Large-Leaf Maesa,Maesa macrophylla,,
2449,Magnolia cathcartii,Plantae,Magnoliaceae,Angiosperms,Cathcart's Magnolia,"Alcimandra cathcartii, Michelia cathcartii, Magnolia cathcartii",,Least Concern
2450,Magnolia champaca,Plantae,Magnoliaceae,Angiosperms,Champa,"Michelia champaca, Magnolia champaca, Michelia rheedi, Michelica champaca","Ayurveda, Siddha",Least Concern
2451,Magnolia doltsopa,Plantae,Magnoliaceae,Angiosperms,Manipur Magnolia,"Michelia doltsopa, Michelia excelsa, Magnolia doltsopa, Michelia manipurensis",,Data Deficient
2452,Magnolia grandiflora,Plantae,Magnoliaceae,Angiosperms,Magnolia,Magnolia grandiflora,"Ayurveda, Homeopathy",Least Concern
2453,Magnolia kingii,Plantae,Magnoliaceae,Angiosperms,,"Michelia glabra, Magnolia kingii, Michelia kingii",,Data Deficient
2454,Magnolia lanuginosa,Plantae,Magnoliaceae,Angiosperms,,"Michelia lanuginosa, Michelia velutina, Magnolia lanuginosa",,Data Deficient
2455,Magnolia lilifera,Plantae,Magnoliaceae,Angiosperms,,Magnolia lilifera,,
2456,Magnolia liliiflora,Plantae,Magnoliaceae,Angiosperms,Lily Magnolia,"Magnolia liliiftora, Magnolia liliiflora",,Data Deficient
2457,Magnolia montana,Plantae,Magnoliaceae,Angiosperms,,"Michelia montana, Magnolia montana",,Data Deficient
2458,Magnolia obovata,Plantae,Magnoliaceae,Angiosperms,,Magnolia obovata,,Least Concern
2459,Magnolia officinalis,Plantae,Magnoliaceae,Angiosperms,,Magnolia officinalis,,Endangered
2460,Magnolia pterocarpa,Plantae,Magnoliaceae,Angiosperms,,"Magnolia pterocarpa, Magnolia sphenocarpa",,Data Deficient
2461,Magnolia salicifolia,Plantae,Magnoliaceae,Angiosperms,,Magnolia salicifolia,,Least Concern
2462,Magnolia sieboldii,Plantae,Magnoliaceae,Angiosperms,,Magnolia sieboldii,,Least Concern
2463,Magnolia stellata,Plantae,Magnoliaceae,Angiosperms,,Magnolia stellata,,Endangered
2464,Mahonia napaulensis,Plantae,Berberidaceae,Angiosperms,,"Mahonia grifithii, Mahonia napaulensis, Mahonia manipurensis, Mahonia sikkimensis, Mahonia napalensis",,
2465,Majidea zanguebarica,Plantae,Sapindaceae,Angiosperms,Black Pearl Tree,"Majidea zanquebarica, Majidea zanguebarica",,
2466,Mallotus japonicus,Plantae,Euphorbiaceae,Angiosperms,,Mallotus japonicus,,
2467,Mallotus nepalensis,Plantae,Euphorbiaceae,Angiosperms,,Mallotus nepalensis,,Least Concern
2468,Mallotus pallidus,Plantae,Euphorbiaceae,Angiosperms,,"Mallotus philippinensis, Mallotus pallidus","Ayurveda, Unani",
2469,Mallotus peltatus,Plantae,Euphorbiaceae,Angiosperms,,"Mallotus peltatus, Aleurites peltatus, Mallotus acuminatus, Mallotus oblongifolius, Mallotus porterianus, Mallotus puberulus, Rottlera oblongifolia, Mallotus peliatus",,Least Concern
2470,Mallotus philippensis,Plantae,Euphorbiaceae,Angiosperms,Kaamla Tree,"Mallotus philippensis, Croton philippensis, Mallotus philippinesis, Mallotus philippinsis, Mallotus phillipinensis, Rottlera tinctoria, Mallotus phillipensis","Ayurveda, Homeopathy, Siddha, Unani",Least Concern
2471,Mallotus repandus,Plantae,Euphorbiaceae,Angiosperms,Triangular-Leaf Mallotus,"Trewia nudiflora, Mallotus repandus","Ayurveda, Siddha",Least Concern
2472,Mallotus resinosus,Plantae,Euphorbiaceae,Angiosperms,Resinous Kamala,"Mallotus stenanthus, Mallotus resinosus, Mallotus senanthus, Mallotus restnosus",,Least Concern
2473,Mallotus roxburghianus,Plantae,Euphorbiaceae,Angiosperms,Roxburgh's Kamala,"Mallotus rexburghianus, Mallotus roxburghianus",,
2474,Malpighia glabra,Plantae,Malpighiaceae,Angiosperms,Barbados Cherry,"Malpighia punicifolia, Malpighia glabra",,Least Concern
2475,Malus baccata,Plantae,Rosaceae,Angiosperms,,"Pyrus baccata, Malus baccata",,Least Concern
2476,Malus communis,Plantae,Rosaceae,Angiosperms,,Malus communis,,
2477,Malus pumila,Plantae,Rosaceae,Angiosperms,Apple,Malus pumila,"Ayurveda, Siddha, Sowa Rigpa, Unani",
2478,Malus sikkimensis,Plantae,Rosaceae,Angiosperms,,"Pyrus sikkimensis, Malus sikkimensis",,Data Deficient
2479,Malus sylvestris,Plantae,Rosaceae,Angiosperms,,"Malus sylvestris, Malus-sylvestris mill.",Unani,Data Deficient
2480,Malva parviflora,Plantae,Malvaceae,Angiosperms,,"Malva parviflora, Malva parviftfora",,
2481,Malva sylvestris,Plantae,Malvaceae,Angiosperms,High Mallow,Malva sylvestris,"Ayurveda, Unani",
2482,Malva verticillata,Plantae,Malvaceae,Angiosperms,Chinese Mallow,"Malva verticillata, Malva chinensis",,
2483,Malvastrum coromandelianum,Plantae,Malvaceae,Angiosperms,False Mallow,"Malvastrum tricuspidatum, Malvastrum coromandelianum, Malva coromandeliana",,
2484,Malvaviscus arboreus,Plantae,Malvaceae,Angiosperms,Sleeping Hibiscus,"Malvaviscus conzattii, Malvaviscus arboreus, Hibiscus malvaviscus, Malvaviscus conzatti, Malvaviscus mollis",,Least Concern
2485,Mammea americana,Plantae,Calophyllaceae,Angiosperms,,Mammea americana,,
2486,Mammea longifolia,Plantae,Calophyllaceae,Angiosperms,,"Mammea longifolia, Mammae longifolia","Ayurveda, Siddha",
2487,Mammea suriga,Plantae,Clusiaceae,Angiosperms,Surangi,Mammea suriga,"Ayurveda, Siddha",
2488,Mandragora officinalis,Plantae,Solanaceae,Angiosperms,,"Mandragora officinalis, Mandragora autumnalis",Ayurveda,Least Concern
2489,Mandragora officinarum,Plantae,Solanaceae,Angiosperms,Mandrake,Mandragora officinarum,,
2490,Mangifera indica,Plantae,Anacardiaceae,Angiosperms,Mango,Mangifera indica,"Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",Data Deficient
2491,Manihot esculenta,Plantae,Euphorbiaceae,Angiosperms,Tapioca,"Manihot utilissima, Manihot esculenta, Jatropha manihot, Manihot aipi, Manihot dulcis","Ayurveda, Homeopathy, Siddha",
2492,Manilkara hexandra,Plantae,Sapotaceae,Angiosperms,Ceylon Iron Wood,"Mimusops hexandra, Manilkara hexandra, Imusops hexandra","Ayurveda, Siddha, Sowa Rigpa, Unani",
2493,Manilkara kauki,Plantae,Sapotaceae,Angiosperms,,"Mimusops manilkara, Manilkara kauki, Imusops manilkara, Mimusops kauki","Ayurveda, Siddha, Unani",
2494,Manilkara littoralis,Plantae,Sapotaceae,Angiosperms,Andaman Bullet-Wood,"Mimusops littoralis, Manilkara littoralis, Imusops littoralis",,
2495,Manilkara zapota,Plantae,Sapotaceae,Angiosperms,Chikoo,"Achras zapota, Achras sapota, Manilkara zapota, Manilkara achras, Nispero achras","Siddha, Unani",Least Concern
2496,Mansoa alliacea,Plantae,Bignoniaceae,Angiosperms,Garlic Vine,"Adenocalymma alliaceum, Mansoa alliacea, Bignonia alliacea",,
2497,Maranta arundinacea,Plantae,Marantaceae,Angiosperms,West-Indian Arrowroot,Maranta arundinacea,"Ayurveda, Siddha",
2498,Markhamia lutea,Plantae,Bignoniaceae,Angiosperms,Markhamia,"Markhamia platycalyx, Dolichandrone platycalyx, Markhamia lutea",,Least Concern
2499,Marrubium vulgare,Plantae,Lamiaceae,Angiosperms,White Horehound,"Marrubium vulgare, Marrubium germanicum, Marrubium hamatum","Siddha, Unani",
2500,Marsdenia roylei,Plantae,Apocynaceae,Angiosperms,Royle's Pergularia,"Marsdenia roylei, Marsdenia rovlei",Ayurveda,
2501,Marsdenia tenacissima,Plantae,Apocynaceae,Angiosperms,Rajmahal Hemp,"Marsdenia tenacissima, Asclepias tenacissima","Ayurveda, Siddha",
2502,Marsilea minuta,Plantae,Marsileaceae,Pteridophytes,,"Marsilea minuta, Marsilea diffusa, Marsilea polycarpa, Marsilea minua","Ayurveda, Sowa Rigpa",Least Concern
2503,Marsilea quadrifolia,Plantae,Marsileaceae,Pteridophytes,,Marsilea quadrifolia,"Ayurveda, Siddha",Least Concern
2504,Martynia annua,Plantae,Martyniaceae,Angiosperms,Devils Claws,"Martynia diandra, Martynia annua","Ayurveda, Siddha",
2505,Mastixia arborea,Plantae,Cornaceae,Angiosperms,,Mastixia arborea,,Lower Risk/least concern
2506,Matricaria chamomilla,Plantae,Compositae,Angiosperms,Chamomilla,"Matricaria recutita, Matricaria chamomilla, Chamomilla recutita, Marticaria chamomilla, Matricaria chamomilia, Matricarig chamomilla",Unani,
2507,Matthiola incana,Plantae,Brassicaceae,Angiosperms,Garden Stock,Matthiola incana,"Ayurveda, Unani",
2508,Maytenus rothiana,Plantae,Celastraceae,Angiosperms,Roth's Spike Thorn,"Gymnosporia rothiana, Maytenus rothaina, Maytenus rothiana",,
2509,Meconopsis aculeata,Plantae,Papaveraceae,Angiosperms,,Meconopsis aculeata,,
2510,Medicago falcata,Plantae,Leguminosae,Angiosperms,Sickle Medick,Medicago falcata,,
2511,Medicago lupulina,Plantae,Leguminosae,Angiosperms,Black Medic,Medicago lupulina,,
2512,Medicago monantha,Plantae,Leguminosae,Angiosperms,Medick,"Trigonella incisa, Medicago monantha",,
2513,Medicago orthoceras,Plantae,Leguminosae,Angiosperms,,"Trigonella polycerata, Medicago orthoceras",,
2514,Medicago polymorpha,Plantae,Leguminosae,Angiosperms,Bur Clover,"Medicago hispida, Medicago denticulata, Medicago polymorpha",,
2515,Medicago sativa,Plantae,Leguminosae,Angiosperms,Alfalfa,Medicago sativa,"Ayurveda, Homeopathy, Unani",Least Concern
2516,Melaleuca leucadendra,Plantae,Myrtaceae,Angiosperms,Cajuput Tree,"Melaleuca leucadendron, Melaleuca leucadendra",Ayurveda,Data Deficient
2517,Melastoma malabathricum,Plantae,Melastomataceae,Angiosperms,Himalayan Melastome,"Melastoma malabathricum, Melastoma normale, Melastoma malabathrium, Melastome malabathricum","Ayurveda, Siddha",
2518,Melia azedarach,Plantae,Meliaceae,Angiosperms,Persian Lilac,"Melia dubia, Melia composita, Melia birmanica, Melia azedarach, Melia orientalis, Melia sempervirens, Melia acedarach, Meljy auzedarach","Ayurveda, Siddha, Sowa Rigpa, Unani",Least Concern
2519,Melianthus major,Plantae,Melianthaceae,Angiosperms,,"Melianthus major, Melianihus major",,
2520,Melicope lunu-ankenda,Plantae,Rutaceae,Angiosperms,Melicope,"Euodia lunu-ankenda, Euodia roxburghiana, Melicope lunu-ankenda",,Least Concern
2521,Melilotus albus,Plantae,Leguminosae,Angiosperms,White Sweet Clover,"Melilotus alba, Melilotus albus",Unani,
2522,Melilotus indicus,Plantae,Leguminosae,Angiosperms,Indian Sweet Clover,"Melilotus parviflora, Melilotus indica, Melilotus indicus, Trifolium indicum, Meliotus indica","Ayurveda, Unani",
2523,Melilotus officinalis,Plantae,Leguminosae,Angiosperms,Yellow Sweet Clover,"Melilotus officinalis, Meliotus officinalis","Ayurveda, Homeopathy, Unani",
2524,Melissa axillaris,Plantae,Lamiaceae,Angiosperms,Small-Flowered Melissa,"Melissa parviflora, Melissa axillaris, Mellisa paravifolra",Unani,
2525,Melissa officinalis,Plantae,Lamiaceae,Angiosperms,Lemon Balm,Melissa officinalis,"Siddha, Unani",
2526,Melochia corchorifolia,Plantae,Malvaceae,Angiosperms,Chocolate Weed,"Melochia corchorifolia, Melochia corchocrifolia",Siddha,Least Concern
2527,Melochia tomentosa,Plantae,Malvaceae,Angiosperms,,Melochia tomentosa,,
2528,Melodinus cochinchinensis,Plantae,Apocynaceae,Angiosperms,Mountain Orange,"Melodinus monogynus, Melodinus cochinchinensis, Melodinus khasianus, Nerium piscidium",,
2529,Memecylon edule,Plantae,Melastomataceae,Angiosperms,,Memecylon edule,"Ayurveda, Siddha",
2530,Memecylon malabaricum,Plantae,Melastomataceae,Angiosperms,,Memecylon malabaricum,Siddha,
2531,Memecylon umbellatum,Plantae,Melastomataceae,Angiosperms,Ironwood Tree,Memecylon umbellatum,Ayurveda,
2532,Mentha aquatica,Plantae,Lamiaceae,Angiosperms,,Mentha aquatica,Unani,Least Concern
2533,Mentha arvensis,Plantae,Lamiaceae,Angiosperms,Field Mint,Mentha arvensis,"Ayurveda, Siddha, Unani",Least Concern
2534,Mentha diemenica,Plantae,Lamiaceae,Angiosperms,,Mentha diemenica,,
2535,Mentha gattefossei,Plantae,Lamiaceae,Angiosperms,,Mentha gattefossei,,Vulnerable
2536,Mentha grandiflora,Plantae,Lamiaceae,Angiosperms,,Mentha grandiflora,,
2537,Mentha japonica,Plantae,Lamiaceae,Angiosperms,,Mentha japonica,,
2538,Mentha longifolia,Plantae,Lamiaceae,Angiosperms,Himalayan Horsemint,"Mentha sylvestris, Mentha longifolia, Mentha incana","Ayurveda, Unani",Least Concern
2539,Mentha piperita,Plantae,Lamiaceae,Angiosperms,,"Mentha piperita, Mentha citrata, Mentha piperata, Mentha pipertia","Ayurveda, Homeopathy, Unani",
2540,Mentha pulegium,Plantae,Lamiaceae,Angiosperms,European Pennyroyal,Mentha pulegium,"Ayurveda, Siddha, Unani",Least Concern
2541,Mentha requienii,Plantae,Lamiaceae,Angiosperms,,Mentha requienii,,Least Concern
2542,Mentha rotundifolia,Plantae,Lamiaceae,Angiosperms,,Mentha rotundifolia,,
2543,Mentha spicata,Plantae,Lamiaceae,Angiosperms,Pudina,"Mentha viridis, Mentha spicata, Mentha microphylla","Ayurveda, Homeopathy, Unani",Least Concern
2544,Menyanthes trifoliata,Plantae,Menyanthaceae,Angiosperms,,Menyanthes trifoliata,Homeopathy,Least Concern
2545,Meriandra dianthera,Plantae,Lamiaceae,Angiosperms,,"Meriandra benghalensis, Meriandra dianthera, Meriandra bengalensis",,
2546,Merremia aegyptia,Plantae,Convolvulaceae,Angiosperms,,"Merremia aegyptia, Ipomoea aegyptia, Merremia pentaphylla, Meremmia aegyptica",,
2547,Merremia emarginata,Plantae,Convolvulaceae,Angiosperms,Kidney Leaf Morning Glory,"Ipomoea reniformis, Merremia emerginata, Merremia emarginata, Evolvulus emarginatus, Meremmia emarginata","Ayurveda, Siddha, Sowa Rigpa, Unani",
2548,Merremia kentrocaulos,Plantae,Convolvulaceae,Angiosperms,,"Ipomoea kentrocaulos, Merremia kentrocaulos",,
2549,Merremia mammosa,Plantae,Convolvulaceae,Angiosperms,,"Merremia mammosa, Meremmia mammosa",,
2550,Merremia tridentata,Plantae,Convolvulaceae,Angiosperms,,"Ipomoea tridentata, Merremia tridentata, Convolvulus tridentatus, Lpomoea angustifolia, Merremia hastata, Meremmia tridentata","Ayurveda, Siddha",
2551,Merremia tuberosa,Plantae,Convolvulaceae,Angiosperms,,"Ipomoea tuberosa, Merremia tuberosa, Meremmia tuberosa",,
2552,Mesembryanthemum crystallinum,Plantae,Aizoaceae,Angiosperms,,"Mesembryanthemum crystallinum, Cryophytum crystallinum",,
2553,Mesua ferrea,Plantae,Calophyllaceae,Angiosperms,Nag Kesar,"Mesua ferrea, Mesua nagassarium, Mesura ferrea","Ayurveda, Siddha, Sowa Rigpa, Unani",
2554,Metasequoia glyptostroboides,Plantae,Cupressaceae,Gymnosperms,,Metasequoia glyptostroboides,,Endangered
2555,Meyna laxiflora,Plantae,Rubiaceae,Angiosperms,Muyna,Meyna laxiflora,"Ayurveda, Siddha",
2556,Meyna spinosa,Plantae,Rubiaceae,Angiosperms,,"Vangueria spinosa, Meyna spinosa","Ayurveda, Siddha",
2557,Microcos paniculata,Plantae,Malvaceae,Angiosperms,Elm-Leaf Grewia,Microcos paniculata,,Least Concern
2558,Microglossa pyrifolia,Plantae,Compositae,Angiosperms,,"Microglossa volubilis, Microglossa pyrifolia",,
2559,Micromelum integerrimum,Plantae,Rutaceae,Angiosperms,Entire-Leaf Lime Berry,Micromelum integerrimum,,Least Concern
2560,Micromelum minutum,Plantae,Rutaceae,Angiosperms,,Micromelum minutum,,Least Concern
2561,Micromelum pubescens,Plantae,Rutaceae,Angiosperms,,"Micromelum pubescens, Micromelum pubescen",Siddha,
2562,Micromeria biflora,Plantae,Lamiaceae,Angiosperms,Lemon Savory,Micromeria biflora,,
2563,Micromeria douglasii,Plantae,Lamiaceae,Angiosperms,,"Satureja douglasii, Micromeria douglasii",,
2564,Mikania cordata,Plantae,Compositae,Angiosperms,,Mikania cordata,,
